Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
259.390000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
259.400000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
259.420000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
259.430000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
259.450000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
259.460000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
259.480000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
259.490000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
259.510000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
259.520000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
259.540000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.550000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.570000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.580000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.600000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.610000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.630000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.640000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
259.660000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
259.670000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.690000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.700000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.720000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.730000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.750000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.760000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.780000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.790000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.810000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.820000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.840000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.850000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.870000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
259.880000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
259.900000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
259.910000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
259.930000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
259.940000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
259.960000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
259.970000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
259.990000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.000000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.020000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.030000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.050000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.060000,0.080000,78.330000,78.310000,78.110000,0.000000,-16.000000,-694.000000
260.080000,0.080000,78.330000,78.310000,78.110000,0.000000,-16.000000,-694.000000
260.090000,0.080000,78.330000,78.310000,78.110000,0.000000,-16.000000,-694.000000
260.110000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.120000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.140000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.150000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.170000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.180000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.200000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.210000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.230000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.240000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.260000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.270000,0.080000,78.330000,78.320000,78.110000,0.000000,-16.000000,-694.000000
260.290000,0.080000,78.330000,78.310000,78.110000,0.000000,-16.000000,-694.000000
260.300000,0.080000,78.330000,78.310000,78.110000,0.000000,-16.000000,-694.000000
260.320000,0.080000,78.330000,78.310000,78.110000,0.000000,-16.000000,-694.000000
260.330000,0.080000,78.330000,78.310000,78.110000,0.000000,-16.000000,-694.000000
260.350000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.360000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.380000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.390000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.410000,0.080000,78.330000,78.300000,78.110000,0.000000,-16.000000,-694.000000
260.420000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
260.440000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
260.450000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
260.470000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
260.480000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
260.500000,0.080000,78.330000,78.290000,78.110000,0.000000,-16.000000,-694.000000
260.510000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.530000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.540000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.560000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.570000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.590000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.600000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.620000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.630000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.650000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.660000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.680000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.690000,0.080000,78.330000,78.280000,78.110000,0.000000,-16.000000,-694.000000
260.710000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
260.730000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
260.740000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
260.760000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
260.770000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
260.790000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
260.800000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
260.820000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.830000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.850000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.860000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.880000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.890000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.910000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.920000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.940000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
260.950000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
260.970000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
260.980000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.000000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.010000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.030000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.040000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.060000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.070000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.090000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.100000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.120000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.130000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.150000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.160000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.180000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.190000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.210000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.220000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.240000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.250000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.270000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.280000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.300000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.310000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.330000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.340000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.360000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.370000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.390000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.400000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.420000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.430000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.450000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.460000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.480000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.490000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.510000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.520000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.540000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.550000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.570000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.580000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
261.600000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.610000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.630000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.640000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.660000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.670000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.690000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.700000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.720000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.730000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.750000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
261.760000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
261.780000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
261.790000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
261.810000,0.080000,78.330000,78.270000,78.110000,0.000000,-16.000000,-694.000000
261.820000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.840000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.850000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.870000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.880000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.900000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.910000,0.080000,78.330000,78.260000,78.110000,0.000000,-16.000000,-694.000000
261.930000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.940000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.960000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.970000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
261.990000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.000000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.020000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.030000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.050000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.060000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.080000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.090000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.110000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.120000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.140000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.150000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.170000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.180000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.200000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.210000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.230000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.240000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.260000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.270000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.290000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.300000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.320000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.330000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.350000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.360000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.380000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.390000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.410000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.420000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.440000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.450000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.470000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.480000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.500000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.510000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.530000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.540000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.560000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.570000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.590000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.600000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.620000,0.080000,78.330000,78.250000,78.110000,0.000000,-16.000000,-694.000000
262.630000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.650000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.660000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.680000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.690000,0.080000,78.330000,78.240000,78.110000,0.000000,-16.000000,-694.000000
262.710000,0.080000,78.330000,78.230000,78.110000,0.000000,-16.000000,-694.000000
262.720000,0.080000,78.330000,78.230000,78.110000,0.000000,-16.000000,-694.000000
262.740000,0.080000,78.330000,78.220000,78.110000,0.000000,-16.000000,-694.000000
262.750000,0.080000,78.330000,78.220000,78.110000,0.000000,-16.000000,-694.000000
262.770000,0.080000,78.330000,78.210000,78.110000,0.000000,-16.000000,-694.000000
262.780000,0.080000,78.330000,78.210000,78.110000,0.000000,-16.000000,-694.000000
262.800000,0.080000,78.330000,78.210000,78.110000,0.000000,-16.000000,-694.000000
262.810000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.830000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.840000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.860000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.870000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.890000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.900000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.920000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.930000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
262.950000,0.080000,78.330000,78.190000,78.110000,0.000000,-16.000000,-694.000000
262.960000,0.080000,78.330000,78.190000,78.110000,0.000000,-16.000000,-694.000000
262.980000,0.080000,78.330000,78.190000,78.110000,0.000000,-16.000000,-694.000000
262.990000,0.080000,78.330000,78.190000,78.110000,0.000000,-16.000000,-694.000000
263.010000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
263.020000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
263.040000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
263.050000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
263.070000,0.080000,78.330000,78.200000,78.110000,0.000000,-16.000000,-694.000000
263.080000,0.080000,78.330000,78.210000,78.110000,0.000000,-16.000000,-694.000000
263.100000,0.080000,78.330000,78.210000,78.110000,0.000000,-16.000000,-694.000000
263.110000,0.080000,78.330000,78.210000,78.110000,0.000000,-16.000000,-694.000000
263.130000,0.080000,78.330000,78.220000,78.110000,0.000000,-16.000000,-694.000000
263.140000,0.080000,78.330000,78.220000,78.110000,0.000000,-16.000000,-694.000000
263.160000,0.080000,78.330000,78.220000,78.110000,180.000000,0.000000,0.000000
263.170000,0.090000,78.330000,78.220000,78.110000,210.000000,0.000000,0.000000
263.190000,0.090000,78.330000,78.220000,78.110000,210.000000,0.000000,0.000000
263.200000,0.100000,78.330000,78.220000,78.110000,240.000000,0.000000,0.000000
263.220000,0.110000,78.330000,78.220000,78.110000,240.000000,0.000000,0.000000
263.230000,0.110000,78.330000,78.220000,78.110000,240.000000,0.000000,0.000000
263.250000,0.120000,78.330000,78.220000,78.110000,270.000000,0.000000,0.000000
263.260000,0.130000,78.330000,78.220000,78.110000,300.000000,0.000000,0.000000
263.280000,0.140000,78.330000,78.220000,78.110000,300.000000,0.000000,0.000000
263.290000,0.150000,78.330000,78.220000,78.110000,330.000000,0.000000,0.000000
263.310000,0.160000,78.330000,78.220000,78.110000,330.000000,0.000000,0.000000
